"Area","AreaName","StateAb","State","CountyTownName"
"23844","Gary, IN Metropolitan Division","IN","INDIANA","PORTER"
"47894","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","MD","MARYLAND","CALVERT"
"48864","Wilmington, DE-MD-NJ Metropolitan Division","MD","MARYLAND","CECIL"
"47894","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","MD","MARYLAND","CHARLES"
"43524","Silver Spring-Frederick-Rockville, MD Metropolitan Division","MD","MARYLAND","FREDERICK"
"43524","Silver Spring-Frederick-Rockville, MD Metropolitan Division","MD","MARYLAND","MONTGOMERY"
"47894","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","MD","MARYLAND","PRINCE GEORGE'S"
"47664","Warren-Troy-Farmington Hills, MI Metropolitan Division","MI","MICHIGAN","LAPEER"
"47664","Warren-Troy-Farmington Hills, MI Metropolitan Division","MI","MICHIGAN","LIVINGSTON"
"47664","Warren-Troy-Farmington Hills, MI Metropolitan Division","MI","MICHIGAN","MACOMB"
"47664","Warren-Troy-Farmington Hills, MI Metropolitan Division","MI","MICHIGAN","OAKLAND"
"47664","Warren-Troy-Farmington Hills, MI Metropolitan Division","MI","MICHIGAN","ST CLAIR"
"19804","Detroit-Dearborn-Livonia, MI Metropolitan Division","MI","MICHIGAN","WAYNE"
"35614","New York-Jersey City-White Plains, NY-NJ Metropolitan Division","NJ","NEW JERSEY","BERGEN"
"15804","Camden, NJ Metropolitan Division","NJ","NEW JERSEY","BURLINGTON"
"15804","Camden, NJ Metropolitan Division","NJ","NEW JERSEY","CAMDEN"
"35084","Newark, NJ-PA Metropolitan Division","NJ","NEW JERSEY","ESSEX"
"15804","Camden, NJ Metropolitan Division","NJ","NEW JERSEY","GLOUCESTER"
"35614","New York-Jersey City-White Plains, NY-NJ Metropolitan Division","NJ","NEW JERSEY","HUDSON"
"35084","Newark, NJ-PA Metropolitan Division","NJ","NEW JERSEY","HUNTERDON"
"35614","New York-Jersey City-White Plains, NY-NJ Metropolitan Division","NJ","NEW JERSEY","MIDDLESEX"
"71654","Boston-Cambridge-Newton, MA NECTA Division","MA","MASSACHUSETTS","PLYMOUTH (HALIFAX)"
"71654","Boston-Cambridge-Newton, MA NECTA Division","MA","MASSACHUSETTS","PLYMOUTH (HANOVER)"
"72104","Brockton-Bridgewater-Easton, MA NECTA Division","MA","MASSACHUSETTS","PLYMOUTH (HANSON)"
"71654","Boston-Cambridge-Newton, MA NECTA Division","MA","MASSACHUSETTS","PLYMOUTH (KINGSTON)"
"71654","Boston-Cambridge-Newton, MA NECTA Division","MA","MASSACHUSETTS","PLYMOUTH (MARSHFIELD)"
"78254","Taunton-Middleborough-Norton, MA NECTA Division","MA","MASSACHUSETTS","PLYMOUTH (MIDDLEBOROUGH)"
"71654","Boston-Cambridge-Newton, MA NECTA Division","MA","MASSACHUSETTS","PLYMOUTH (PEMBROKE)"
"71654","Boston-Cambridge-Newton, MA NECTA Division","MA","MASSACHUSETTS","PLYMOUTH (PLYMOUTH)"
"71654","Boston-Cambridge-Newton, MA NECTA Division","MA","MASSACHUSETTS","PLYMOUTH (PLYMPTON)"
"71654","Boston-Cambridge-Newton, MA NECTA Division","MA","MASSACHUSETTS","PLYMOUTH (ROCKLAND)"
"72104","Brockton-Bridgewater-Easton, MA NECTA Division","MA","MASSACHUSETTS","PLYMOUTH (W BRIDGEWATER)"
"72104","Brockton-Bridgewater-Easton, MA NECTA Division","MA","MASSACHUSETTS","PLYMOUTH (WHITMAN)"
"78254","Taunton-Middleborough-Norton, MA NECTA Division","MA","MASSACHUSETTS","PLYMOUTH (LAKEVILLE)"
"78254","Taunton-Middleborough-Norton, MA NECTA Division","MA","MASSACHUSETTS","PLYMOUTH (ROCHESTER)"
"71654","Boston-Cambridge-Newton, MA NECTA Division","MA","MASSACHUSETTS","PLYMOUTH (HINGHAM)"
"71654","Boston-Cambridge-Newton, MA NECTA Division","MA","MASSACHUSETTS","PLYMOUTH (HULL)"
"71654","Boston-Cambridge-Newton, MA NECTA Division","MA","MASSACHUSETTS","PLYMOUTH (NORWELL)"
"71654","Boston-Cambridge-Newton, MA NECTA Division","MA","MASSACHUSETTS","PLYMOUTH (SCITUATE)"
"71654","Boston-Cambridge-Newton, MA NECTA Division","MA","MASSACHUSETTS","SUFFOLK (BOSTON)"
"71654","Boston-Cambridge-Newton, MA NECTA Division","MA","MASSACHUSETTS","SUFFOLK (CHELSEA)"
"71654","Boston-Cambridge-Newton, MA NECTA Division","MA","MASSACHUSETTS","SUFFOLK (REVERE)"
"71654","Boston-Cambridge-Newton, MA NECTA Division","MA","MASSACHUSETTS","SUFFOLK (WINTHROP)"
"74804","Lowell-Billerica-Chelmsford, MA-NH NECTA Division","MA","MASSACHUSETTS","WORCESTER (HARVARD)"
"71654","Boston-Cambridge-Newton, MA NECTA Division","MA","MASSACHUSETTS","WORCESTER (BERLIN)"
"71654","Boston-Cambridge-Newton, MA NECTA Division","MA","MASSACHUSETTS","WORCESTER (BOLTON)"
"73104","Framingham, MA NECTA Division","MA","MASSACHUSETTS","WORCESTER (SOUTHBOROUGH)"
"73104","Framingham, MA NECTA Division","MA","MASSACHUSETTS","WORCESTER (MILFORD)"
"73104","Framingham, MA NECTA Division","MA","MASSACHUSETTS","WORCESTER (HOPEDALE)"
"73104","Framingham, MA NECTA Division","MA","MASSACHUSETTS","WORCESTER (MENDON)"
"75404","Nashua, NH-MA NECTA Division","NH","NEW HAMPSHIRE","HILLSBOROUGH (AMHERST)"
"75404","Nashua, NH-MA NECTA Division","NH","NEW HAMPSHIRE","HILLSBOROUGH (BROOKLINE)"
"75404","Nashua, NH-MA NECTA Division","NH","NEW HAMPSHIRE","HILLSBOROUGH (GREENFIELD)"
"75404","Nashua, NH-MA NECTA Division","NH","NEW HAMPSHIRE","HILLSBOROUGH (GREENVILLE)"
"75404","Nashua, NH-MA NECTA Division","NH","NEW HAMPSHIRE","HILLSBOROUGH (HOLLIS)"
"75404","Nashua, NH-MA NECTA Division","NH","NEW HAMPSHIRE","HILLSBOROUGH (HUDSON)"
"75404","Nashua, NH-MA NECTA Division","NH","NEW HAMPSHIRE","HILLSBOROUGH (LITCHFIELD)"
"75404","Nashua, NH-MA NECTA Division","NH","NEW HAMPSHIRE","HILLSBOROUGH (LYNDEBORO)"
"75404","Nashua, NH-MA NECTA Division","NH","NEW HAMPSHIRE","HILLSBOROUGH (MASON)"
"75404","Nashua, NH-MA NECTA Division","NH","NEW HAMPSHIRE","HILLSBOROUGH (MERRIMACK)"
"75404","Nashua, NH-MA NECTA Division","NH","NEW HAMPSHIRE","HILLSBOROUGH (MILFORD)"
"75404","Nashua, NH-MA NECTA Division","NH","NEW HAMPSHIRE","HILLSBOROUGH (MONT VERNON)"
"75404","Nashua, NH-MA NECTA Division","NH","NEW HAMPSHIRE","HILLSBOROUGH (NASHUA)"
"74804","Lowell-Billerica-Chelmsford, MA-NH NECTA Division","NH","NEW HAMPSHIRE","HILLSBOROUGH (PELHAM)"
"75404","Nashua, NH-MA NECTA Division","NH","NEW HAMPSHIRE","HILLSBOROUGH (TEMPLE)"
"75404","Nashua, NH-MA NECTA Division","NH","NEW HAMPSHIRE","HILLSBOROUGH (WILTON)"
"71950","Bridgeport-Stamford-Norwalk, CT MSA","CT","CONNECTICUT","NEW HAVEN (MILFORD)"
"78700","Waterbury, CT MSA","CT","CONNECTICUT","NEW HAVEN (NAUGATUCK)"
"75700","New Haven, CT MSA","CT","CONNECTICUT","NEW HAVEN (NEW HAVEN)"
"75700","New Haven, CT MSA","CT","CONNECTICUT","NEW HAVEN (NORTH BRANFORD)"
"75700","New Haven, CT MSA","CT","CONNECTICUT","NEW HAVEN (NORTH HAVEN)"
"75700","New Haven, CT MSA","CT","CONNECTICUT","NEW HAVEN (ORANGE)"
"71950","Bridgeport-Stamford-Norwalk, CT MSA","CT","CONNECTICUT","NEW HAVEN (OXFORD)"
"78700","Waterbury, CT MSA","CT","CONNECTICUT","NEW HAVEN (PROSPECT)"
"71950","Bridgeport-Stamford-Norwalk, CT MSA","CT","CONNECTICUT","NEW HAVEN (SEYMOUR)"
"71950","Bridgeport-Stamford-Norwalk, CT MSA","CT","CONNECTICUT","NEW HAVEN (SOUTHBURY)"
"75700","New Haven, CT MSA","CT","CONNECTICUT","NEW HAVEN (WALLINGFORD)"
"78700","Waterbury, CT MSA","CT","CONNECTICUT","NEW HAVEN (WATERBURY)"
"75700","New Haven, CT MSA","CT","CONNECTICUT","NEW HAVEN (WEST HAVEN)"
"78700","Waterbury, CT MSA","CT","CONNECTICUT","NEW HAVEN (WOLCOTT)"
"71950","Bridgeport-Stamford-Norwalk, CT MSA","CT","CONNECTICUT","NEW HAVEN (WOODBRIDGE)"
"76450","Norwich-New London-Westerly, CT-RI MSA","CT","CONNECTICUT","NEW LONDON (BOZRAH)"
"73450","Hartford-West Hartford-East Hartford, CT MSA","CT","CONNECTICUT","NEW LONDON (COLCHESTER)"
"76450","Norwich-New London-Westerly, CT-RI MSA","CT","CONNECTICUT","NEW LONDON (EAST LYME)"
"76450","Norwich-New London-Westerly, CT-RI MSA","CT","CONNECTICUT","NEW LONDON (FRANKLIN)"
"76450","Norwich-New London-Westerly, CT-RI MSA","CT","CONNECTICUT","NEW LONDON (GRISWOLD)"
"76450","Norwich-New London-Westerly, CT-RI MSA","CT","CONNECTICUT","NEW LONDON (GROTON)"
"73450","Hartford-West Hartford-East Hartford, CT MSA","CT","CONNECTICUT","NEW LONDON (LEBANON)"
"76450","Norwich-New London-Westerly, CT-RI MSA","CT","CONNECTICUT","NEW LONDON (LEDYARD)"
"76450","Norwich-New London-Westerly, CT-RI MSA","CT","CONNECTICUT","NEW LONDON (LISBON)"
"76450","Norwich-New London-Westerly, CT-RI MSA","CT","CONNECTICUT","NEW LONDON (LYME)"
"76450","Norwich-New London-Westerly, CT-RI MSA","CT","CONNECTICUT","NEW LONDON (MONTVILLE)"
"76450","Norwich-New London-Westerly, CT-RI MSA","CT","CONNECTICUT","NEW LONDON (NEW LONDON)"
"76450","Norwich-New London-Westerly, CT-RI MSA","CT","CONNECTICUT","NEW LONDON (NORTH STONINGTON)"
"76450","Norwich-New London-Westerly, CT-RI MSA","CT","CONNECTICUT","NEW LONDON (NORWICH)"
"76450","Norwich-New London-Westerly, CT-RI MSA","CT","CONNECTICUT","NEW LONDON (OLD LYME)"
"76450","Norwich-New London-Westerly, CT-RI MSA","CT","CONNECTICUT","NEW LONDON (PRESTON)"
"76450","Norwich-New London-Westerly, CT-RI MSA","CT","CONNECTICUT","NEW LONDON (SALEM)"
"76450","Norwich-New London-Westerly, CT-RI MSA","CT","CONNECTICUT","NEW LONDON (SPRAGUE)"
"76450","Norwich-New London-Westerly, CT-RI MSA","CT","CONNECTICUT","NEW LONDON (STONINGTON)"
"76450","Norwich-New London-Westerly, CT-RI MSA","CT","CONNECTICUT","NEW LONDON (VOLUNTOWN)"
"76450","Norwich-New London-Westerly, CT-RI MSA","CT","CONNECTICUT","NEW LONDON (WATERFORD)"
"73450","Hartford-West Hartford-East Hartford, CT MSA","CT","CONNECTICUT","TOLLAND (ANDOVER)"
"73450","Hartford-West Hartford-East Hartford, CT MSA","CT","CONNECTICUT","TOLLAND (BOLTON)"
"73450","Hartford-West Hartford-East Hartford, CT MSA","CT","CONNECTICUT","TOLLAND (COLUMBIA)"
"73450","Hartford-West Hartford-East Hartford, CT MSA","CT","CONNECTICUT","TOLLAND (COVENTRY)"
"73450","Hartford-West Hartford-East Hartford, CT MSA","CT","CONNECTICUT","TOLLAND (ELLINGTON)"
"73450","Hartford-West Hartford-East Hartford, CT MSA","CT","CONNECTICUT","TOLLAND (HEBRON)"
"73450","Hartford-West Hartford-East Hartford, CT MSA","CT","CONNECTICUT","TOLLAND (MANSFIELD)"
"78100","Springfield, MA-CT MSA","CT","CONNECTICUT","TOLLAND (SOMERS)"
"73450","Hartford-West Hartford-East Hartford, CT MSA","CT","CONNECTICUT","TOLLAND (STAFFORD)"
"73450","Hartford-West Hartford-East Hartford, CT MSA","CT","CONNECTICUT","TOLLAND (TOLLAND)"
"73450","Hartford-West Hartford-East Hartford, CT MSA","CT","CONNECTICUT","TOLLAND (UNION)"
"26900","Indianapolis-Carmel-Anderson, IN MSA","IN","INDIANA","MORGAN"
"17140","Cincinnati, OH-KY-IN MSA","IN","INDIANA","OHIO"
"14020","Bloomington, IN MSA","IN","INDIANA","OWEN"
"21780","Evansville, IN-KY MSA","IN","INDIANA","POSEY"
"26900","Indianapolis-Carmel-Anderson, IN MSA","IN","INDIANA","PUTNAM"
"43780","South Bend-Mishawaka, IN-MI MSA","IN","INDIANA","ST JOSEPH"
"31140","Louisville/Jefferson County, KY-IN MSA","IN","INDIANA","SCOTT"
"26900","Indianapolis-Carmel-Anderson, IN MSA","IN","INDIANA","SHELBY"
"45460","Terre Haute, IN MSA","IN","INDIANA","SULLIVAN"
"29200","Lafayette-West Lafayette, IN MSA","IN","INDIANA","TIPPECANOE"
"17140","Cincinnati, OH-KY-IN MSA","IN","INDIANA","UNION"
"21780","Evansville, IN-KY MSA","IN","INDIANA","VANDERBURGH"
"45460","Terre Haute, IN MSA","IN","INDIANA","VERMILLION"
"45460","Terre Haute, IN MSA","IN","INDIANA","VIGO"
"21780","Evansville, IN-KY MSA","IN","INDIANA","WARRICK"
"31140","Louisville/Jefferson County, KY-IN MSA","IN","INDIANA","WASHINGTON"
"23060","Fort Wayne, IN MSA","IN","INDIANA","WELLS"
"23060","Fort Wayne, IN MSA","IN","INDIANA","WHITLEY"
"16300","Cedar Rapids, IA MSA","IA","IOWA","BENTON"
"47940","Waterloo-Cedar Falls, IA MSA","IA","IOWA","BLACK HAWK"
"47940","Waterloo-Cedar Falls, IA MSA","IA","IOWA","BREMER"
"19780","Des Moines-West Des Moines, IA MSA","IA","IOWA","DALLAS"
"20220","Dubuque, IA MSA","IA","IOWA","DUBUQUE"
"47940","Waterloo-Cedar Falls, IA MSA","IA","IOWA","GRUNDY"
"19780","Des Moines-West Des Moines, IA MSA","IA","IOWA","GUTHRIE"
"36540","Omaha-Council Bluffs, NE-IA MSA","IA","IOWA","HARRISON"
"26980","Iowa City, IA MSA","IA","IOWA","JOHNSON"
"16300","Cedar Rapids, IA MSA","IA","IOWA","JONES"
"16300","Cedar Rapids, IA MSA","IA","IOWA","LINN"
"19780","Des Moines-West Des Moines, IA MSA","IA","IOWA","MADISON"
"36540","Omaha-Council Bluffs, NE-IA MSA","IA","IOWA","MILLS"
"43580","Sioux City, IA-NE-SD MSA","IA","IOWA","PLYMOUTH"
"19780","Des Moines-West Des Moines, IA MSA","IA","IOWA","POLK"
"36540","Omaha-Council Bluffs, NE-IA MSA","IA","IOWA","POTTAWATTAMIE"
"19340","Davenport-Moline-Rock Island, IA-IL MSA","IA","IOWA","SCOTT"
"11180","Ames, IA MSA","IA","IOWA","STORY"
"19780","Des Moines-West Des Moines, IA MSA","IA","IOWA","WARREN"
"26980","Iowa City, IA MSA","IA","IOWA","WASHINGTON"
"43580","Sioux City, IA-NE-SD MSA","IA","IOWA","WOODBURY"
"48620","Wichita, KS MSA","KS","KANSAS","BUTLER"
"41140","St. Joseph, MO-KS MSA","KS","KANSAS","DONIPHAN"
"29940","Lawrence, KS MSA","KS","KANSAS","DOUGLAS"
"48620","Wichita, KS MSA","KS","KANSAS","HARVEY"
"45820","Topeka, KS MSA","KS","KANSAS","JACKSON"
"45820","Topeka, KS MSA","KS","KANSAS","JEFFERSON"
"28140","Kansas City, MO-KS MSA","KS","KANSAS","JOHNSON"
"48620","Wichita, KS MSA","KS","KANSAS","KINGMAN"
"28140","Kansas City, MO-KS MSA","KS","KANSAS","LEAVENWORTH"
"28140","Kansas City, MO-KS MSA","KS","KANSAS","LINN"
"28140","Kansas City, MO-KS MSA","KS","KANSAS","MIAMI"
"45820","Topeka, KS MSA","KS","KANSAS","OSAGE"
"31740","Manhattan, KS MSA","KS","KANSAS","POTTAWATOMIE"
"31740","Manhattan, KS MSA","KS","KANSAS","RILEY"
"48620","Wichita, KS MSA","KS","KANSAS","SEDGWICK"
"45820","Topeka, KS MSA","KS","KANSAS","SHAWNEE"
"48620","Wichita, KS MSA","KS","KANSAS","SUMNER"
"45820","Topeka, KS MSA","KS","KANSAS","WABAUNSEE"
"28140","Kansas City, MO-KS MSA","KS","KANSAS","WYANDOTTE"
"14540","Bowling Green, KY MSA","KY","KENTUCKY","ALLEN"
"17140","Cincinnati, OH-KY-IN MSA","KY","KENTUCKY","BOONE"
"30460","Lexington-Fayette, KY MSA","KY","KENTUCKY","BOURBON"
"26580","Huntington-Ashland, WV-KY-OH MSA","KY","KENTUCKY","BOYD"
"17140","Cincinnati, OH-KY-IN MSA","KY","KENTUCKY","BRACKEN"
"31140","Louisville/Jefferson County, KY-IN MSA","KY","KENTUCKY","BULLITT"
"14540","Bowling Green, KY MSA","KY","KENTUCKY","BUTLER"
"17140","Cincinnati, OH-KY-IN MSA","KY","KENTUCKY","CAMPBELL"
"17300","Clarksville, TN-KY MSA","KY","KENTUCKY","CHRISTIAN"
"30460","Lexington-Fayette, KY MSA","KY","KENTUCKY","CLARK"
"36980","Owensboro, KY MSA","KY","KENTUCKY","DAVIESS"
"14540","Bowling Green, KY MSA","KY","KENTUCKY","EDMONSON"
"30460","Lexington-Fayette, KY MSA","KY","KENTUCKY","FAYETTE"
"17140","Cincinnati, OH-KY-IN MSA","KY","KENTUCKY","GALLATIN"
"70900","Barnstable Town, MA MSA","MA","MASSACHUSETTS","BARNSTABLE (MASHPEE)"
"70900","Barnstable Town, MA MSA","MA","MASSACHUSETTS","BARNSTABLE (ORLEANS)"
"70900","Barnstable Town, MA MSA","MA","MASSACHUSETTS","BARNSTABLE (SANDWICH)"
"70900","Barnstable Town, MA MSA","MA","MASSACHUSETTS","BARNSTABLE (WELLFLEET)"
"70900","Barnstable Town, MA MSA","MA","MASSACHUSETTS","BARNSTABLE (YARMOUTH)"
"76600","Pittsfield, MA MSA","MA","MASSACHUSETTS","BERKSHIRE (ADAMS)"
"76600","Pittsfield, MA MSA","MA","MASSACHUSETTS","BERKSHIRE (NEW ASHFORD)"
"76600","Pittsfield, MA MSA","MA","MASSACHUSETTS","BERKSHIRE (SAVOY)"
"76600","Pittsfield, MA MSA","MA","MASSACHUSETTS","BERKSHIRE (PITTSFIELD)"
"76600","Pittsfield, MA MSA","MA","MASSACHUSETTS","BERKSHIRE (BECKET)"
"76600","Pittsfield, MA MSA","MA","MASSACHUSETTS","BERKSHIRE (CHESHIRE)"
"76600","Pittsfield, MA MSA","MA","MASSACHUSETTS","BERKSHIRE (DALTON)"
"76600","Pittsfield, MA MSA","MA","MASSACHUSETTS","BERKSHIRE (HINSDALE)"
"76600","Pittsfield, MA MSA","MA","MASSACHUSETTS","BERKSHIRE (LANESBOROUGH)"
"76600","Pittsfield, MA MSA","MA","MASSACHUSETTS","BERKSHIRE (LEE)"
"76600","Pittsfield, MA MSA","MA","MASSACHUSETTS","BERKSHIRE (LENOX)"
"76600","Pittsfield, MA MSA","MA","MASSACHUSETTS","BERKSHIRE (PERU)"
"76600","Pittsfield, MA MSA","MA","MASSACHUSETTS","BERKSHIRE (RICHMOND)"
"76600","Pittsfield, MA MSA","MA","MASSACHUSETTS","BERKSHIRE (WASHINGTON)"
"76600","Pittsfield, MA MSA","MA","MASSACHUSETTS","BERKSHIRE (WINDSOR)"
"77200","Providence-Warwick, RI-MA MSA","MA","MASSACHUSETTS","BRISTOL (ATTLEBORO)"
"77200","Providence-Warwick, RI-MA MSA","MA","MASSACHUSETTS","BRISTOL (N ATTLEBORO)"
"77200","Providence-Warwick, RI-MA MSA","MA","MASSACHUSETTS","BRISTOL (FALL RIVER)"
"77200","Providence-Warwick, RI-MA MSA","MA","MASSACHUSETTS","BRISTOL (SOMERSET)"
"77200","Providence-Warwick, RI-MA MSA","MA","MASSACHUSETTS","BRISTOL (SWANSEA)"
"77200","Providence-Warwick, RI-MA MSA","MA","MASSACHUSETTS","BRISTOL (WESTPORT)"
"75550","New Bedford, MA MSA","MA","MASSACHUSETTS","BRISTOL (NEW BEDFORD)"
"75550","New Bedford, MA MSA","MA","MASSACHUSETTS","BRISTOL (ACUSHNET)"
"75550","New Bedford, MA MSA","MA","MASSACHUSETTS","BRISTOL (DARTMOUTH)"
"75550","New Bedford, MA MSA","MA","MASSACHUSETTS","BRISTOL (FAIRHAVEN)"
"77200","Providence-Warwick, RI-MA MSA","MA","MASSACHUSETTS","BRISTOL (REHOBOTH)"
"77200","Providence-Warwick, RI-MA MSA","MA","MASSACHUSETTS","BRISTOL (SEEKONK)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","FRANKLIN (ASHFIELD)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","FRANKLIN (CONWAY)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","FRANKLIN (DEERFIELD)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","FRANKLIN (LEVERETT)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","FRANKLIN (SHUTESBURY)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","FRANKLIN (SUNDERLAND)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","FRANKLIN (WENDELL)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","FRANKLIN (WHATLEY)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPDEN (HOLYOKE)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPDEN (CHESTER)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPDEN (SPRINGFIELD)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPDEN (AGAWAM)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPDEN (BLANDFORD)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","HAMPDEN (BRIMFIELD)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPDEN (CHICOPEE)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPDEN (E LONGMEADOW)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPDEN (GRANVILLE)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPDEN (HAMPDEN)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","HAMPDEN (HOLLAND)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPDEN (LONGMEADOW)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPDEN (LUDLOW)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPDEN (MONSON)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPDEN (MONTGOMERY)"
